"","timestamp","course.delivered","instructor.communicated","hear","interest","department","verbs","useful","gender","ethnicity","outside.barriers","inside.barriers","what.barriers","position"
"269",2015-02-17,6,7,"Found it on the D-Lab website",6,NA,"Good lecture and organized materials ",6,"Female/Woman","International",2,1,"Learning materials",NA
"270",2015-02-17,6,7,"Heard about it from a friend/colleague",6,NA,NA,7,NA,"n/a",NA,NA,NA,NA
"271",2015-02-17,6,6,"Heard about it from a friend/colleague",7,"Energy & Resources Group",NA,7,"Female/Woman","White",NA,NA,NA,NA
"272",2015-02-17,7,6,"Email from the D-Lab mailing list",7,NA,NA,5,"Male/Man","White",1,1,NA,NA
"273",2015-02-17,7,7,"Heard about it from a friend/colleague",7,NA,"n/a",5,"n/a","n/a",1,1,"n/a",NA
"274",2015-02-17,7,7,"Liora",7,"Public Health","I liked the mix of lectures and problems. ",7,"Male/Man","White",1,1,NA,NA
"275",2015-02-17,7,7,"Heard about it from a friend/colleague",7,"Information",NA,7,"Male/Man","White",1,1,NA,NA
"276",2015-02-17,7,7,"Heard about it from a friend/colleague",NA,NA,NA,7,"Male/Man","N/A",1,1,NA,NA
"277",2015-02-17,5,7,"Found it on the D-Lab website",6,"Political Science",NA,5,"Male/Man","White",1,1,NA,NA
"278",2015-02-17,7,7,"Heard about it from a friend/colleague",NA,"Public Policy",NA,6,"Female/Woman","N/A",1,1,NA,NA
"279",2015-02-17,7,7,"Heard about it from a friend/colleague",7,"JSP Grad Pgm",NA,7,"Male/Man","N/A",1,1,NA,NA
"280",2015-02-16,6,6,"Email from the D-Lab mailing list",6,"Slavic Languages & Lit",NA,6,"Female/Woman","White",1,1,NA,NA
"281",2015-02-13,6,7,"Heard about it from a friend/colleague",7,"Political Science",NA,6,"Female/Woman","White",1,1,NA,NA
"282",2015-02-13,7,6,"Found it on the D-Lab website",7,"Political Science","More R trainings ",6,"Female/Woman","Asian American",4,1,NA,NA
"283",2015-02-13,7,7,"Email from the D-Lab mailing list",7,"Industrial Eng & Ops Rsch",NA,7,"Female/Woman","International",2,1,NA,NA
"284",2015-02-13,7,7,"Email from another mailing list",7,"African American Studies",NA,7,"Male/Man","International",3,3,"Learning materials",NA
"285",2015-02-13,6,6,"Email from another mailing list",7,"African American Studies",NA,6,"Male/Man","International",1,1,NA,NA
"286",2015-02-13,6,5,"Email from another mailing list",6,"Public Health","Python Again!",6,"Female/Woman","Asian American",2,2,NA,NA
"287",2015-02-13,7,6,"Linked from another website",7,NA,NA,6,"Male/Man","International, White",1,1,NA,NA
"288",2015-02-13,7,7,"Email from the D-Lab mailing list",7,"Public Health",NA,7,"Female/Woman","White",4,1,NA,NA
"289",2015-02-13,7,7,"Email from the D-Lab mailing list",7,"Public Health","Very Helpful - Thanks! ",7,"Female/Woman","White",3,1,NA,NA
"290",2015-02-13,7,7,"Email from the D-Lab mailing list",7,NA,"very thorough and helpful !",7,"Female/Woman","Asian American",1,1,NA,NA
"291",2015-02-13,5,5,"Heard about it from a friend/colleague",7,"Public Health","I appreciate the training ",6,"Male/Man","African American/Black",5,1,NA,NA
"292",2015-02-13,7,7,"Email from another mailing list",7,NA,"More Stata classes along these lines. Thanks!!!",7,"Female/Woman","Asian American",1,1,NA,NA
"293",2015-02-13,6,6,"Heard about it from a friend/colleague",5,"Biostatistics Grad Grp",NA,7,"Male/Man","African American/Black",2,1,NA,NA
"294",2015-02-13,7,7,"Email from the D-Lab mailing list",7,"Economics",NA,6,"Female/Woman","International",3,1,NA,NA
"295",2015-02-13,7,7,"Heard about it from a friend/colleague",7,"City & Regional Planning","Transportation data. People's mode choice. Travel Behavior. ",4,"Female/Woman","International",2,2,NA,NA
"296",2015-02-13,6,5,"Email from the D-Lab mailing list",6,"Ag & Resource Econ & Pol",NA,6,"Female/Woman","Asian American",1,1,NA,NA
"297",2015-02-13,7,7,"Email from the D-Lab mailing list",7,"App Sci & Tech Grad Grp","Greatest technical challenge is general statistics knowledge. ",7,"Female/Woman","White",3,1,NA,NA
"298",2015-02-13,7,7,"Email from another mailing list",7,"Public Health","Liana was awesome, way clear and well communicated ",7,"Male/Man","White",1,1,NA,NA
"299",2015-02-13,3,5,"DH@Berkeley",NA,"Integrative Biology","I suppose that it was useful to learn that though Ted Underwood's research sounds interesting, it's riddled with insufficiently examined assumptions, idiosyncratic tool use that precludes attempts to reproduce or build upon his analyses, and a flawed data set.",2,"Female/Woman","Asian American, White",4,3,NA,NA
"300",2015-02-13,7,7,"Heard about it from a friend/colleague",7,NA,NA,7,"Female/Woman","White",1,1,NA,NA
"301",2015-02-12,5,6,"Heard about it from a friend/colleague",7,"History",NA,6,"Female/Woman","Asian American",4,3,"Learning materials",NA
"302",2015-02-12,6,7,"Email from the D-Lab mailing list",7,"Law",NA,6,"Male/Man","White",1,1,NA,NA
"303",2015-02-12,5,7,"Email from the D-Lab mailing list",7,"Law","All in all, a good presentation and discussion. Re: the ""barriers"" questions above, I assume ""prior exposure"" has to do with one's own comfort level with the field. If so, then I can imagine a lot of humanists with cursory exposure to statistical and social science methods feeling like they confront a barrier, albeit not one enforced by any of the factors you list. ",5,"Male/Man","White",1,1,NA,NA
"304",2015-02-12,7,5,"Email from another mailing list",6,"City & Regional Planning",NA,7,"Female/Woman","White",2,1,NA,NA
"305",2015-02-12,7,7,"Email from the D-Lab mailing list",7,"History",NA,5,"Male/Man","N/A",1,1,NA,NA
"306",2015-02-12,6,6,"Email from the D-Lab mailing list",6,NA,NA,6,NA,"N/A",NA,NA,NA,NA
"307",2015-02-12,7,7,"Heard about it from a friend/colleague",7,NA,NA,5,"Female/Woman","White",1,1,NA,NA
"308",2015-02-12,4,3,"email from home department",4,"App Sci & Tech Grad Grp",NA,4,"Male/Man","International",4,4,"Learning materials",NA
"309",2015-02-12,7,7,"Heard about it from a friend/colleague",7,NA,"Great talk!",7,"Male/Man","White",1,1,NA,NA
"310",2015-02-12,7,7,"Email from the D-Lab mailing list",5,NA,NA,6,NA,"N/A",NA,NA,NA,NA
"311",2015-02-12,6,6,"Found it on the D-Lab website",6,"Linguistics",NA,5,NA,"N/A",NA,NA,NA,NA
"312",2015-02-12,6,5,"Heard about it from a friend/colleague",2,"Education",NA,5,"Female/Woman","Asian American",2,1,NA,NA
"313",2015-02-11,6,5,"Email from the D-Lab mailing list",6,"City & Regional Planning",NA,6,"Female/Woman","White",1,1,NA,NA
"314",2015-02-11,6,5,"Email from the D-Lab mailing list",6,"City & Regional Planning",NA,6,"Female/Woman","White",1,1,NA,NA
"315",2015-02-11,7,7,"Email from the D-Lab mailing list",7,"Sociology",NA,7,"Male/Man","White",1,1,NA,NA
"316",2015-02-11,7,7,"friends ",7,NA,NA,7,"Female/Woman","International",NA,NA,NA,NA
"317",2015-02-11,5,5,"Email from the D-Lab mailing list",7,NA,NA,7,"Male/Man","White",1,1,NA,NA
"318",2015-02-11,7,6,"Found it on the D-Lab website",6,NA,NA,6,"Female/Woman","International",NA,NA,NA,NA
"319",2015-02-11,7,6,"Found it on the D-Lab website",6,NA,NA,6,"Female/Woman","International",NA,NA,NA,NA
"320",2015-02-11,7,7,"Found it on the D-Lab website",7,NA,NA,6,"Female/Woman","Asian American",1,1,NA,NA
"321",2015-02-10,6,5,"Email from the D-Lab mailing list",7,NA,NA,3,"Female/Woman","White",NA,1,NA,NA
"322",2015-02-10,3,5,"Found it on the D-Lab website",2,"Political Science",NA,1,"Male/Man","White",1,1,NA,NA
"323",2015-02-09,5,7,"Email from the D-Lab mailing list",6,"Psychology","It may save a lot time to focus on the prepared materials by not having some attendant bossing about her own study.",7,"Female/Woman","International",3,2,NA,NA
"324",2015-02-09,6,6,"Email from the D-Lab mailing list",7,"Integrative Biology",NA,6,"Female/Woman","White",4,1,NA,NA
"325",2015-02-09,5,6,"Email from another mailing list",6,"Public Health",NA,1,"Female/Woman","Asian American, White",3,1,"Instructors",NA
"326",2015-02-09,6,6,"Found it on the D-Lab website",6,NA,NA,5,"Female/Woman","Decline to state",5,2,"Learning materials",NA
"327",2015-02-09,6,6,"Email from the D-Lab mailing list",7,NA,NA,5,"Male/Man","White",1,1,NA,NA
"328",2015-02-09,6,5,"Found it on the D-Lab website",7,NA,"Python, survey analytics",6,"Female/Woman","Decline to state",4,1,NA,NA
"329",2015-02-09,5,5,"Email from the D-Lab mailing list",7,"Education","Maybe a lab on survey data analysis would be nice! Also, software analytics workshop.",4,"Female/Woman","Asian American",1,1,NA,NA
"330",2015-02-07,7,7,"Email from another mailing list",7,"Energy & Resources Group",NA,7,"Female/Woman","International",1,1,NA,NA
"331",2015-02-06,7,7,"Heard about it from a friend/colleague",7,"Economics",NA,7,"Female/Woman","International",2,2,NA,NA
"332",2015-02-06,6,5,"Email from the D-Lab mailing list",7,"Economics","maybe give a macro view of how R uses processes inputs, not just how to use it but how R works generally and the building blocks e.g. how the syntax works in R. ",6,"Female/Woman","n/a",1,1,NA,NA
"333",2015-02-06,7,7,"Email from another mailing list",7,"City & Regional Planning","Very useful workshops. Clara was very clear and I really appreciate the material and preparation of the lab!",7,"Male/Man","International",1,1,NA,NA
"334",2015-02-06,6,6,"Heard about it from a friend/colleague",7,"Linguistics",NA,6,"nla","n/a",NA,NA,NA,NA
"335",2015-02-06,7,7,"Email from the D-Lab mailing list",7,"App Sci & Tech Grad Grp","- offer how to use software for visual representation of data
- GIS training",7,"Female/Woman","Latino/Chicano",1,1,NA,NA
"336",2015-02-06,7,7,"Email from another mailing list",7,"Energy & Resources Group",NA,7,"Female/Woman","International",1,1,NA,NA
"337",2015-02-06,7,7,"Found it on the D-Lab website",7,NA,NA,7,"Female/Woman","Asian American",1,1,NA,NA
"338",2015-02-06,7,6,"Found it on the D-Lab website",7,"Law","Python, D3.js",6,"Female/Woman","White",5,1,NA,NA
"339",2015-02-06,6,6,"Found it on the D-Lab website",6,"Public Policy",NA,6,"Female/Woman","International",1,1,NA,NA
"340",2015-02-06,7,6,"Email from the D-Lab mailing list",7,"Political Science",NA,6,"Female/Woman","White",NA,NA,NA,NA
"341",2015-02-06,6,6,"Email from the D-Lab mailing list",6,"Education","big data set. Show how to create research questions with big data and analyze it. ",6,"Female/Woman","International",4,3,NA,NA
"342",2015-02-06,7,7,"Heard about it from a friend/colleague",7,"Linguistics","I'm grateful for such kind of training for R-beginners ",7,"Female/Woman","International",3,1,"Learning materials",NA
"343",2015-02-06,5,5,"Found it on the D-Lab website",5,"City & Regional Planning",NA,3,"Female/Woman","White",1,1,NA,NA
"344",2015-02-06,7,7,"Heard about it from a friend/colleague",7,"Linguistics","a lot of thanks to your team for offering this training to people, free of charge.",7,"Female/Woman","International",2,1,"Learning materials",NA
"345",2015-02-06,5,6,"Heard about it from a friend/colleague",7,"Education",NA,3,NA,"Decline to state",NA,NA,NA,NA
"346",2015-02-06,7,7,"Email from the D-Lab mailing list",7,"Sociology",NA,6,NA,"Decline to state",NA,NA,NA,NA
"347",2015-02-06,7,7,"Email from the D-Lab mailing list",7,"Industrial Eng & Ops Rsch",NA,7,"Female/Woman","International",4,2,NA,NA
"348",2015-02-06,6,6,"Found it on the D-Lab website",6,"Psychology",NA,5,"Female/Woman","International",3,2,NA,NA
"349",2015-02-06,7,7,"Heard about it from a friend/colleague",7,"Public Health",NA,7,"Female/Woman","Latino/Chicano",1,1,NA,NA
"350",2015-02-06,6,7,"Found it on the D-Lab website",7,"Public Health",NA,6,"Female/Woman","White",1,1,NA,NA
"351",2015-02-06,1,1,"Email from the D-Lab mailing list",1,"Law","Really clear presentation - especially examples made the process move, vivid. Thank you Zwadi!",1,"Female/Woman","Decline to state",1,1,NA,NA
"352",2015-02-06,7,5,"Heard about it from a friend/colleague",7,"Public Health","Great Session! ",6,"Female/Woman","White",2,1,NA,NA
"353",2015-02-06,5,7,"Email from the D-Lab mailing list",6,"Biostatistics Grad Grp","There should be a qual. data analysis training for those of us with no prior exposure, where we have a change to work on a short qual. data coding project with the instructor. Needs to be more basic level (e.g. what is qual. data coding?)",5,"Female/Woman","Decline to state",4,4,"Learning materials",NA
"354",2015-02-06,5,7,"Email from another mailing list",5,NA,NA,4,"n/a","n/a",NA,NA,NA,NA
"355",2015-02-06,7,7,"Email from the D-Lab mailing list",7,"Sociology",NA,7,"Female/Woman","White",1,1,NA,NA
"356",2015-02-06,5,4,"Found it on the D-Lab website",6,NA,"Would be helpful to walk through the process of creating code dictionary from some example documents",4,"Female/Woman","White",2,1,NA,NA
"357",2015-02-02,7,7,"Heard about it from a friend/colleague",7,NA,"D-Lab Shill",7,"Female/Woman","White",1,1,NA,NA
"358",2015-02-01,6,7,"Found it on the D-Lab website",7,"Public Health",NA,5,NA,"Decline to state",1,1,NA,NA
"359",2015-01-30,6,6,"Found it on the D-Lab website",7,"App Sci & Tech Grad Grp",NA,7,"Female/Woman","International",1,1,NA,NA
"360",2015-01-30,6,6,"Found it on the D-Lab website",6,"Ag & Resource Econ & Pol","Clara was GREAT, I will attend every workshop of hers in the future if I have the time. Thank you  ;)",6,"Female/Woman","Decline to state",5,2,"language issues",NA
"361",2015-01-30,7,7,"Professor",6,"Sociology",NA,6,"Female/Woman","Asian American",4,1,NA,NA
"362",2015-01-30,7,7,"Email from the D-Lab mailing list",7,"Public Policy","Great Instruction for this workshop",6,"Female/Woman","White",3,2,NA,NA
"363",2015-01-30,7,7,"Heard about it from a friend/colleague",7,"Linguistics",NA,7,"Female/Woman","International",1,2,"Instructors",NA
"364",2015-01-30,7,6,"Email from the D-Lab mailing list",7,"City & Regional Planning","Photoshop/ In Design ",5,"Female/Woman","International",2,1,NA,NA
"365",2015-01-30,7,6,"Professor",7,NA,NA,5,"Male/Man","Asian American",1,1,NA,NA
"366",2015-01-30,6,7,"professor",7,NA,NA,4,"Male/Man","Asian American, White",1,1,NA,NA
"367",2015-01-30,7,7,"Email from the D-Lab mailing list",7,"Public Policy","Stata, SAS/SPSS",7,"Male/Man","Asian American",1,1,NA,NA
"368",2015-01-30,5,5,"Email from the D-Lab mailing list",5,NA,"maybe it should be 2 lectures. one on R and one with application to data (whole process)",5,"Female/Woman","Latino/Chicano",5,1,NA,NA
"369",2015-01-30,6,6,"Heard about it from a friend/colleague",7,NA,NA,6,"Female/Woman","White",3,1,NA,NA
"370",2015-01-30,7,6,"Found it on the D-Lab website",7,"Sociology","This was great. The instructor was very clear and pleasant. ",7,"Female/Woman","Latino/Chicano",2,1,NA,NA
"371",2015-01-30,7,7,"Email from the D-Lab mailing list",7,NA,NA,7,"Female/Woman","International",1,1,NA,NA
"372",2015-01-30,5,5,"Heard about it from a friend/colleague",6,"Economics",NA,5,"Female/Woman","International",1,1,NA,NA
"373",2015-01-30,5,7,"Heard about it from a friend/colleague",7,"Economics",NA,5,"Female/Woman","International",2,1,NA,NA
"374",2015-01-30,7,7,"Email from another mailing list",7,NA,NA,7,"Female/Woman","International",1,1,NA,NA
"375",2015-01-30,7,7,"Found it on the D-Lab website",7,"Public Policy",NA,7,NA,"Decline to state",NA,NA,NA,NA
"376",2015-01-30,6,6,"Heard about it from a friend/colleague",7,"Economics",NA,6,"Female/Woman","International",2,1,"language problem ",NA
"377",2015-01-30,7,7,"Email from the D-Lab mailing list",7,"Economics",NA,7,"Female/Woman","Decline to state",1,1,NA,NA
"378",2015-01-30,7,6,"Found it on the D-Lab website",7,"Env Sci, Policy, & Mgmt","I think you guys are the only ones on campus offering education in R, without taking a whole class. Thank you! ",5,"Male/Man","White",1,1,NA,NA
"379",2015-01-30,6,5,"Found it on the D-Lab website",7,"Sociology",NA,6,NA,"Decline to state",NA,NA,NA,NA
"380",2015-01-30,7,7,"Heard about it from a friend/colleague",7,NA,NA,7,NA,"Decline to state",NA,NA,NA,NA
"381",2015-01-30,5,5,"Heard about it from a friend/colleague",5,"Env Sci, Policy, & Mgmt",NA,5,"Female/Woman","White",3,1,NA,NA
"382",2015-01-30,6,6,"Email from the D-Lab mailing list",6,NA,NA,5,NA,"N/A",NA,NA,NA,NA
"383",2015-01-30,6,6,"Heard about it from a friend/colleague",6,"Env Sci, Policy, & Mgmt",NA,5,NA,"N/A",NA,NA,NA,NA
"384",2015-01-30,7,7,"Email from the D-Lab mailing list",7,"City & Regional Planning",NA,7,"Male/Man","White",NA,NA,NA,NA
"385",2015-01-30,7,5,"Email from the D-Lab mailing list",7,NA,NA,6,"Male/Man","White",1,1,NA,NA
"386",2015-01-30,7,7,"Heard about it from a friend/colleague",NA,"Ag & Resource Econ & Pol",NA,7,"Male/Man","White",1,1,NA,NA
"387",2015-01-30,6,7,"Email from the D-Lab mailing list",NA,NA,NA,6,"Female/Woman","White",1,1,NA,NA
"388",2015-01-30,6,6,"Email from the D-Lab mailing list",7,"Env Sci, Policy, & Mgmt",NA,7,"Female/Woman","Latino/Chicano",3,1,NA,NA
"389",2015-01-29,7,7,"Email from the D-Lab mailing list",7,"Public Health",NA,7,"Female/Woman","White",2,1,NA,NA
"390",2015-01-28,7,7,"Email from another mailing list",7,"African American Studies",NA,7,"Male/Man","White",1,1,NA,NA
"391",2015-01-28,6,7,"Found it on the D-Lab website",7,NA,NA,6,"Female/Woman","White",1,1,NA,NA
"392",2015-01-28,6,7,"Email from the D-Lab mailing list",7,"African American Studies","Instructor was great!",7,"Male/Man","White",1,1,NA,NA
"393",2015-01-28,5,6,"Heard about it from a friend/colleague",7,"African American Studies",NA,6,"Female/Woman","International",2,1,NA,NA
"394",2015-01-28,6,7,"Found it on the D-Lab website",7,"Public Policy","More appointments to attend SAS workshops!",7,"Male/Man","Asian American",1,1,NA,NA
"395",2015-01-28,3,5,"Heard about it from a friend/colleague",7,"African American Studies","Immediate share of talk slides during talk (printed) + online post event",5,"Female/Woman","White, White Non-Hispanic",5,5,NA,NA
"396",2015-01-28,6,7,"Email from the D-Lab mailing list",7,"African American Studies",NA,6,"Female/Woman","International",1,1,NA,NA
"397",2015-01-28,7,7,"Heard about it from a friend/colleague",7,"African American Studies","High frequency data (TAQ, TV-ITCH, EBS, etc).",7,"Male/Man","White",1,1,NA,NA
"398",2015-01-28,7,7,"Found it on the D-Lab website",7,"African American Studies",NA,7,"Male/Man","Asian American",1,1,"N/A",NA
"399",2015-01-28,7,7,"Email from the D-Lab mailing list",7,"African American Studies",NA,7,"Female/Woman","White",2,2,NA,NA
"400",2015-01-28,6,7,"Email from the D-Lab mailing list",7,"African American Studies",NA,6,"Male/Man","Indian",1,1,NA,NA
"401",2015-01-28,7,7,"Heard about it from a friend/colleague",NA,NA,"Machine learning, more business Data Analyst, maybe have the webinars for other students",7,"Male/Man","Asian American",1,1,NA,NA
"402",2015-01-28,7,7,"Don't remember",7,NA,NA,5,"Male/Man","Decline to state",3,2,NA,NA
"403",2015-01-27,7,7,"Email from another mailing list",7,"African American Studies",NA,7,"Male/Man","White",4,1,NA,NA
"404",2015-01-21,7,6,"Email from another mailing list",6,"Integrative Biology","The text analysis workshop probably ought to mention basic R as a prerequisite.",6,"Female/Woman","Asian American, White",4,2,NA,NA
"405",2015-01-20,5,5,"Email from the D-Lab mailing list",7,NA,NA,6,NA,"White",3,1,NA,NA
"406",2015-01-20,4,5,"Don't remember",7,NA,"BCE took up way to much time.  Perhaps an add on session before the intensive starts so that the intensive could be just about text analysis.  I walked away without the tools I hoped to have to work with my data.  I will plan to attend another one if it is offered again and think Nick did the best he could given the circumstances.  It would have been better for all of us to close our laptops and watch him then continue trying to set up BCE and not learn what we came to learn.  Great instructor, but the session was poorly organized.  A list of additional resources would be helpful to.  I would read books and articles had they been suggested.",2,"Decline to state","Decline to state",3,1,NA,NA
"407",2015-01-20,6,6,"Email from another mailing list",7,"Law",NA,6,"Male/Man","White",1,1,NA,NA
"408",2015-01-20,7,7,"Heard about it from a friend/colleague",7,"Public Health","Great Training Please offer intermediate cause at some point",7,"Male/Man","White",1,1,"N/A",NA
"409",2015-01-20,7,7,"Found it on the D-Lab website",7,"Public Health",NA,7,NA,"N/A",NA,NA,NA,NA
"410",2015-01-20,7,7,"Email from the D-Lab mailing list",7,"Public Health",NA,7,"Female/Woman","White",1,1,NA,NA
"411",2015-01-20,7,7,"Heard about it from a friend/colleague",7,"Public Policy",NA,7,"Female/Woman","African American/Black",1,1,NA,NA
"412",2015-01-20,7,7,"Heard about it from a friend/colleague",7,"Public Policy",NA,7,"Female/Woman","White",1,1,NA,NA
"413",2015-01-20,7,6,"Heard about it from a friend/colleague",7,"Political Science",NA,7,"Female/Woman","White",3,1,NA,NA
"414",2015-01-20,6,7,"Found it on the D-Lab website",7,NA,NA,7,"Female/Woman","White",1,1,NA,NA
"415",2015-01-19,6,6,"Heard about it from a friend/colleague",7,NA,NA,6,"Male/Man","White",1,1,NA,NA
"416",2015-01-18,7,7,"Heard about it from a friend/colleague",7,"Political Science","The exercises Pat had us do to apply our learning were particularly helpful and I appreciated the use of current real world data sets and examples. My only suggestion is to add a short break or two.",7,"Female/Woman","White",1,1,NA,NA
"417",2015-01-17,5,6,"Heard about it from a friend/colleague",7,NA,"Pacing was a bit on the slower side, but the training was good overall.",6,"Male/Man","Decline to state",2,1,NA,NA
"418",2015-01-17,7,6,"Heard about it from a friend/colleague",7,"Political Science",NA,6,"Female/Woman","White",3,1,NA,NA
"419",2015-01-16,7,7,"Email from the D-Lab mailing list",7,NA,NA,7,"Male/Man","White",1,1,NA,NA
"420",2015-01-16,7,5,"Found it on the D-Lab website",7,"Psychology","Suggest make this training longer, time ran and lots of important stuff were not covered. 
Kai",7,"Male/Man","Asian American",1,1,NA,NA
"421",2015-01-16,7,6,"Found it on the D-Lab website",7,"Neuroscience","I would suggest make this training 3 or at least 2.5 Hrs. Lots of useful content but the pace was a bit fast.
",7,"Male/Man","Asian American",1,1,NA,NA
"422",2015-01-16,5,5,"Heard about it from a friend/colleague",7,"Biostatistics Grad Grp",NA,5,"Female/Woman","White",2,1,NA,NA
"423",2015-01-16,7,7,"Found it on the D-Lab website",7,"Biostatistics Grad Grp",NA,7,"Male/Man","Asian American",1,1,NA,NA
"424",2015-01-16,7,7,"Found it on the D-Lab website",7,"Public Health",NA,7,"Female/Woman","White",4,1,NA,NA
"425",2015-01-16,6,6,"Found it on the D-Lab website",6,"Psychology","Better organized with the time and not so much with stuff in R. Too much overlap with the previous R class this week. Half of the class covered material that was already covered in the previous class! ",6,"Female/Woman","International",1,1,NA,NA
"426",2015-01-16,7,7,"Email from the D-Lab mailing list",7,"Education","I love D-lab! It's really nice to not feel ""alone"" as a beginner. D-lab really reminds you it is never too late or embarrassing to learn. Chris is especially welcoming to questions and I liked the output files he gives us to use + learn from. Thank you!",7,"Female/Woman","White",1,1,NA,NA
"427",2015-01-16,6,5,"Found it on the D-Lab website",6,NA,NA,6,NA,"N/A",NA,NA,NA,NA
"428",2015-01-16,7,7,"Email from the D-Lab mailing list",7,NA,NA,6,"Male/Man","Asian American",3,1,NA,NA
"429",2015-01-16,6,5,"Found it on the D-Lab website",7,"Linguistics",NA,7,"Female/Woman","White",4,1,NA,NA
"430",2015-01-16,7,7,"Heard about it from a friend/colleague",7,NA,NA,7,"Female/Woman","Latino/Chicano, Caribbean",1,1,NA,NA
"431",2015-01-16,7,7,"Found it on the D-Lab website",7,"Public Policy",NA,7,"Male/Man","White",3,2,"Prior experience",NA
"432",2015-01-16,4,4,"Found it on the D-Lab website",5,NA,"The workshop could have been more efficient had we were actually executing all the commands in R and trying to write some of them on our own.",2,"Female/Woman","White",5,2,NA,NA
"433",2015-01-15,6,6,"Email from the D-Lab mailing list",7,NA,NA,6,"Female/Woman","White",3,1,NA,NA
"434",2015-01-15,7,7,"Email from the D-Lab mailing list",7,NA,NA,7,"Female/Woman","White",3,1,"Instructors",NA
"435",2015-01-15,7,7,"Email from the D-Lab mailing list",7,NA,NA,7,"Female/Woman","White",3,1,NA,NA
"436",2015-01-15,5,6,"Found it on the D-Lab website",7,NA,NA,5,"Male/Man","White",3,2,"Prior Preparation",NA
"437",2015-01-15,7,6,"Email from the D-Lab mailing list",7,"Slavic Languages & Lit",NA,5,"Female/Woman","White",1,1,NA,NA
"438",2015-01-15,6,7,"Found it on the D-Lab website",7,NA,NA,6,NA,"Decline to state",NA,NA,NA,NA
"439",2015-01-15,5,5,"Found it on the D-Lab website",5,NA,"Far more useful than day 1. This should have been day 1, in fact could have been 10 times faster.",6,"Male/Man","White",1,1,NA,NA
"440",2015-01-15,7,7,"Found it on the D-Lab website",7,NA,NA,7,"Female/Woman","White",NA,NA,NA,NA
"441",2015-01-15,7,7,"Email from the D-Lab mailing list",7,NA,NA,7,"Male/Man","White",1,1,NA,NA
"442",2015-01-15,7,7,"Heard about it from a friend/colleague",7,"Public Health","Too slow!",4,"Male/Man","White",1,1,NA,NA
"443",2015-01-15,7,7,"Heard about it from a friend/colleague",6,NA,NA,7,NA,"Decline to state",NA,NA,NA,NA
"444",2015-01-15,7,7,"Heard about it from a friend/colleague",7,"Public Policy",NA,6,"Male/Man","Asian American",2,1,NA,NA
"445",2015-01-15,6,6,"Found it on the D-Lab website",7,NA,"Chris showed us very cool things, but my windows system requires some perl to run the packages he used, so I didn't learn that part. 

We covered 1/4 content in the hour and 1/2 content in 30 minutes. Maybe we need extend the course time to cover everything. ",5,"Female/Woman","International",1,1,NA,NA
"446",2015-01-15,5,6,"Found it on the D-Lab website",6,NA,NA,5,NA,"N/A",NA,NA,NA,NA
"447",2015-01-15,5,6,"Email from another mailing list",5,"Linguistics",NA,6,"Female/Woman","White",3,2,NA,NA
"448",2015-01-15,7,7,"Heard about it from a friend/colleague",7,"Energy & Resources Group","Great class, very useful",7,"Female/Woman","White",NA,NA,NA,NA
"449",2015-01-15,6,7,"Email from another mailing list",6,"Linguistics","Memory management in R  :-(",6,"Female/Woman","White",1,1,NA,NA
"450",2015-01-15,7,7,"Email from the D-Lab mailing list",6,"Public Health",NA,6,"Male/Man","White",1,1,NA,NA
"451",2015-01-15,7,7,"Heard about it from a friend/colleague",5,NA,"The staff shouldn't detract from the materials. If you have to answer the phone thats fine. But have your conversation at a reasonable volume. Same with the people who came in for services. Do not interrupt the middle of class to hand out candy. You can wait until a break. For other people who pitch in help - it does very little good to present information from memory. Please model what you are discussing by using an actual visual program.",7,NA,"N/A",NA,NA,NA,NA
"452",2015-01-15,4,5,"Email from the D-Lab mailing list",7,"Public Health",NA,6,"Female/Woman","White",1,1,NA,NA
"453",2015-01-15,5,3,NA,6,NA,"It is better to structure class intro as if setting up a completely new system rather than BCE if in a course of multiple units. I've seen BCE Sail multiple times",5,"Male/Man","N/A",NA,NA,NA,NA
"454",2015-01-15,5,6,"Email from home department",7,"Psychology",NA,5,"Female/Woman","Asian American",3,2,NA,NA
"455",2015-01-15,4,3,"Found it on the D-Lab website",4,NA,"I think the earlier R sessions that were more hands-on (everyone is frantically trying to type the simple code themselves, as the instructor types it as well) is _way_ more helpful than just seeing an instructor going through a pre-prepared massive list of commands. 

That is, I'd prefer to be forced to DO 10 commands myself, than to just watch an instructor run 100 commands (and have no chance of doing those 100 myself.) If I wanted the 100 version, there are a million web resources I could use myself. The advantage to sitting in a classroom is to be forced to do everything with the instructor. So the instructor should only do what they can type during the session. (Basically, Clara's classes rocked.)",3,"Male/Man","White",NA,NA,NA,NA
"456",2015-01-15,4,6,"Heard about it from a friend/colleague",6,NA,NA,4,NA,"N/A",NA,NA,NA,NA
"457",2015-01-15,3,3,"Found it on the D-Lab website",5,NA,NA,3,NA,"N/A",NA,NA,NA,NA
"458",2015-01-15,4,4,"Heard about it from a friend/colleague",6,"Energy & Resources Group","Some technical difficulties weren't resolved before class and lots of time was wasted getting set up. Wish there were more fundamentals rather than going through an existing notebook.",4,"Female/Woman","White",NA,NA,NA,NA
"459",2015-01-15,7,7,"Heard about it from a friend/colleague",5,NA,"This was very useful and has definitely piqued my interest in learning and using R in my work. This is a great program! Thanks!",7,"Male/Man","White",1,1,NA,NA
